,ID,Description,GeneRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0048568,GO:0048568,embryonic organ development,170/812,4.04E-28,4.21E-25,2.90E-25,WNT16/PAX6/ALX4/PRDM1/COL11A1/EPN1/CASP8/FGFR2/FGF10/GLI2/CELSR1/PAX2/FGFR1/ITGA8/NCOA1/GNAS/KDM2B/POU4F3/TBX15/MYO3A/FGF9/MAPK3/NDRG4/FOXF1/SALL1/STK3/PPP1R13L/DLX5/HOXA1/HOXA2/HOXA3/HOXA5/HOXA6/COBL/RARRES2/GLI3/DVL1/GATA3/FGF8/SUFU/NKX3-2/SOBP/MDFI/HAND1/EFEMP1/PRRX1/KCNQ4/TCF21/HOXB8/HOXB3/HOXB1/TBX2/HOXA7/TWIST1/SNAI1/RUNX2/BMP4/SOX9/PAX8/KDR/HOXD3/HOXD9/HOXD10/ALDH1A2/ATP8A2/MICAL2/PDGFRA/TBX3/SPRY2/TFAP2A/FOXF2/MYO7A/STRA6/SIX3/LBX1/FBN2/COL2A1/CCDC40/EPHA2/OSR1/LRIG1/PDGFC/EGFR/CRB2/NOTCH1/ST14/TBX6/ZIC1/WNT3A/MMP16/ALX3/GRHL3/ABR/TAL1/PKDCC/NEUROD1/EN1/MSX1/EOMES/HAND2/TBX20/SHH/SOX17/EN2/OSR2/FBN1/RBPMS2/SMAD3/GBX2/GDNF/SHOX2/ZFPM2/HOXD4/CHST11/FOXC2/IRX5/SOX11/DSCAML1/GRB2/FOXE1/ZFPM1/NKX2-6/PRKRA/ALX1/HOXC9/PHLDA2/NEUROG1/HOXB4/NKX2-5/ASCL2/FOXL2/TBX1/SOCS3/HSF1/PBX1/PTCH1/PLCD1/HMX3/HMX2/PAX5/HOXA4/HOXC4/RYR2/DLL1/SOX18/MAFB/TRAF3IP1/SLC44A4/NOTO/LHX1/HOXA11/USH1C/GRHL2/SIX4/OTX1/TPO/HOXC11/OVOL2/LIF/FOXH1/PLCD3/IHH/EFNA1/KRT8/KRT19/SLITRK6/WNT7B/GJB5/TNF/TIFAB,170
GO:0048562,GO:0048562,embryonic organ morphogenesis,130/812,5.49E-28,4.89E-25,3.37E-25,WNT16/PAX6/ALX4/COL11A1/FGFR2/FGF10/GLI2/CELSR1/PAX2/FGFR1/ITGA8/GNAS/KDM2B/POU4F3/TBX15/MYO3A/FGF9/MAPK3/NDRG4/FOXF1/SALL1/DLX5/HOXA1/HOXA2/HOXA3/HOXA5/HOXA6/GLI3/DVL1/GATA3/FGF8/SUFU/NKX3-2/SOBP/MDFI/HAND1/EFEMP1/PRRX1/KCNQ4/TCF21/HOXB8/HOXB3/HOXB1/TBX2/HOXA7/TWIST1/RUNX2/BMP4/SOX9/PAX8/HOXD3/HOXD9/HOXD10/ATP8A2/MICAL2/PDGFRA/TBX3/SPRY2/TFAP2A/FOXF2/MYO7A/STRA6/SIX3/LBX1/FBN2/COL2A1/CCDC40/EPHA2/OSR1/LRIG1/CRB2/NOTCH1/TBX6/ZIC1/WNT3A/MMP16/ALX3/GRHL3/ABR/NEUROD1/MSX1/HAND2/TBX20/SHH/SOX17/OSR2/FBN1/RBPMS2/SMAD3/GBX2/SHOX2/HOXD4/CHST11/FOXC2/IRX5/SOX11/DSCAML1/FOXE1/PRKRA/ALX1/HOXC9/NEUROG1/HOXB4/NKX2-5/FOXL2/TBX1/HMX3/HMX2/PAX5/HOXA4/HOXC4/RYR2/DLL1/SOX18/MAFB/SLC44A4/NOTO/LHX1/HOXA11/USH1C/GRHL2/SIX4/OTX1/HOXC11/OVOL2/FOXH1/IHH/EFNA1/SLITRK6/TIFAB,130
GO:0045165,GO:0045165,cell fate commitment,122/812,3.29E-26,2.57E-23,1.77E-23,WNT16/CYP26B1/SOX8/PAX6/PAX7/ISL1/PRDM1/DMRT3/FGFR2/PITX1/RORA/FGF10/TCF3/TBX21/GLI2/PAX2/FGFR1/TBX5/TBX15/SFRP1/ETV2/HOXA2/EVX1/GLI3/LHX3/GATA3/FGF8/SUFU/DBX1/SOX6/IL23A/MYF6/NR2E1/TBX18/APC2/WNT6/PRRX1/ARHGEF2/TBX2/TBX4/NEUROD4/RUNX2/BMP4/SOX9/NKX2-2/BCL11B/HOXD10/MYOD1/KDM6B/TBX3/ELF5/SPRY2/NKX2-1/TBR1/IRF4/LBX1/ASCL1/DHH/NTRK3/DMRTA2/LMO4/BARHL2/GDF7/DLX1/SFRP2/PRDM14/NOTCH1/TCF7L2/TBX6/ITGB1/POU4F1/FEZF2/WNT3A/NRG1/ETS2/ISL2/TAL1/PDPN/NEUROD1/EOMES/NKX6-1/TLX3/TBX20/SHH/SOX17/PTF1A/GSX1/ONECUT1/BCL2/SH3PXD2B/FOXC2/DSCAML1/OLIG3/ZFPM1/HOXC10/NEUROG1/SOX1/NKX2-5/TBX1/OLIG1/WT1/PTCH1/MYT1L/MITF/DLL1/ZNF521/MIR1-1/SOX18/NOTCH4/TRIM15/OLIG2/EBF2/HOXA11/ESRP1/ONECUT2/SPDEF/FOXA2/FOXA1/IHH/WNT7B/SPN/NTF4,122
GO:0048736,GO:0048736,appendage development,90/812,7.70E-24,4.80E-21,3.31E-21,CYP26B1/CREBBP/TFAP2B/ALX4/FGFR2/PITX1/FGF10/TP63/GLI2/SEMA3C/FGF4/PLXNA2/FGFR1/HOXA9/GNAS/TBX5/ITGA6/RSPO4/FGF9/SALL1/IMPAD1/COMP/DLX5/IQCE/MEOX2/GLI3/FGF8/ZBTB16/PRRX1/ECE1/TBX2/TBX4/TWIST1/RECK/HOXC13/RUNX2/BMP4/SOX9/HOXD9/HOXD10/HOXD13/ALDH1A2/KREMEN2/ITGB4/RAX/TBX3/TFAP2A/FRAS1/FBN2/COL2A1/OSR1/AFF3/SFRP2/GNA12/RSPO2/NOTCH1/CACNA1C/ALX3/SKI/PKDCC/EN1/MSX1/PITX2/HAND2/SP8/SHH/OSR2/GREM1/SHOX2/HOXD12/CHST11/EVX2/SOX11/ALX1/HOXC10/PBX1/PTCH1/SMOC1/TRAF3IP1/BMPR2/SP9/HOXA10/SALL3/HOXA11/GRHL2/MSX2/HOXC11/CRABP2/SLC7A11/IHH,90
GO:0060173,GO:0060173,limb development,90/812,7.70E-24,4.80E-21,3.31E-21,CYP26B1/CREBBP/TFAP2B/ALX4/FGFR2/PITX1/FGF10/TP63/GLI2/SEMA3C/FGF4/PLXNA2/FGFR1/HOXA9/GNAS/TBX5/ITGA6/RSPO4/FGF9/SALL1/IMPAD1/COMP/DLX5/IQCE/MEOX2/GLI3/FGF8/ZBTB16/PRRX1/ECE1/TBX2/TBX4/TWIST1/RECK/HOXC13/RUNX2/BMP4/SOX9/HOXD9/HOXD10/HOXD13/ALDH1A2/KREMEN2/ITGB4/RAX/TBX3/TFAP2A/FRAS1/FBN2/COL2A1/OSR1/AFF3/SFRP2/GNA12/RSPO2/NOTCH1/CACNA1C/ALX3/SKI/PKDCC/EN1/MSX1/PITX2/HAND2/SP8/SHH/OSR2/GREM1/SHOX2/HOXD12/CHST11/EVX2/SOX11/ALX1/HOXC10/PBX1/PTCH1/SMOC1/TRAF3IP1/BMPR2/SP9/HOXA10/SALL3/HOXA11/GRHL2/MSX2/HOXC11/CRABP2/SLC7A11/IHH,90
GO:0050804,GO:0050804,modulation of chemical synaptic transmission,163/812,1.20E-23,6.24E-21,4.30E-21,CD38/TAC1/CACNA2D2/BAIAP3/RNF216/SYT7/APBA2/RASGRF1/SYT1/CAMK2A/SCGN/RIMS1/CHRNA3/IGSF9B/MTMR2/DNM1L/JPH4/ITPR3/STX1B/LGMN/RIMS4/NTSR1/CHRNA4/FGF14/CBLN1/CALB1/NAPA/PTPRS/GRIN2D/CACNG7/CRHR2/NPTX2/DVL1/CPEB3/P2RX1/CUX2/NR2E1/GRM6/HRH2/GNAI2/EPHA4/TNR/RGS4/SLC8A2/CNR1/PCDH17/ADRA1A/TSHZ3/GHSR/EGR2/GIPC1/GRM4/IL1B/PRKCG/UNC13A/MAP1B/SNAP25/NGF/ITPKA/ADCYAP1/CACNA1A/SH3GL1/CACNG8/CNTN4/TMEM108/SNCA/CPLX2/EGFR/STAR/CRH/CACNA1B/DRD2/ITGB1/GRM1/JPH3/WNT3A/PLCL2/EPHB1/ADCY8/SORCS3/SLC6A1/DGKI/CLSTN2/KCNB1/ABR/SQSTM1/GRIN2C/SHANK1/SHANK2/NTNG1/UCN/GRIK3/NPY5R/GRIK2/ADCY1/CACNB2/NETO1/PRKCB/PRRT2/FAM107A/GDNF/GRM5/CPLX1/RGS14/DRD5/CDH2/CEL/PRKCE/NEUROD2/CLSTN1/PLEKHG5/SYNPO/NPAS4/HRAS/CNIH2/BAIAP2/RIMS2/BDNF/GRIN1/NRXN1/CHRM2/PLA2G6/SORCS2/NPY2R/NTF3/SYN3/NRG3/BACE1/MAPT/DCC/SHISA7/PRKAR1B/SHISA6/GRM7/HRH1/NF1/SRC/SIPA1L1/NTRK1/ARC/GRIN3A/SHISA9/GRIN2B/CYFIP1/CACNG3/PTGS2/STX1A/CCL2/NMU/KMO/AKAP7/CCR2/APOE/LILRB2/SLC7A11/RAB26/CX3CR1/RAB3B/CHRNA5/ADORA2B/KISS1/NTF4/TNF,163
GO:0099177,GO:0099177,regulation of trans-synaptic signaling,163/812,1.59E-23,7.09E-21,4.88E-21,CD38/TAC1/CACNA2D2/BAIAP3/RNF216/SYT7/APBA2/RASGRF1/SYT1/CAMK2A/SCGN/RIMS1/CHRNA3/IGSF9B/MTMR2/DNM1L/JPH4/ITPR3/STX1B/LGMN/RIMS4/NTSR1/CHRNA4/FGF14/CBLN1/CALB1/NAPA/PTPRS/GRIN2D/CACNG7/CRHR2/NPTX2/DVL1/CPEB3/P2RX1/CUX2/NR2E1/GRM6/HRH2/GNAI2/EPHA4/TNR/RGS4/SLC8A2/CNR1/PCDH17/ADRA1A/TSHZ3/GHSR/EGR2/GIPC1/GRM4/IL1B/PRKCG/UNC13A/MAP1B/SNAP25/NGF/ITPKA/ADCYAP1/CACNA1A/SH3GL1/CACNG8/CNTN4/TMEM108/SNCA/CPLX2/EGFR/STAR/CRH/CACNA1B/DRD2/ITGB1/GRM1/JPH3/WNT3A/PLCL2/EPHB1/ADCY8/SORCS3/SLC6A1/DGKI/CLSTN2/KCNB1/ABR/SQSTM1/GRIN2C/SHANK1/SHANK2/NTNG1/UCN/GRIK3/NPY5R/GRIK2/ADCY1/CACNB2/NETO1/PRKCB/PRRT2/FAM107A/GDNF/GRM5/CPLX1/RGS14/DRD5/CDH2/CEL/PRKCE/NEUROD2/CLSTN1/PLEKHG5/SYNPO/NPAS4/HRAS/CNIH2/BAIAP2/RIMS2/BDNF/GRIN1/NRXN1/CHRM2/PLA2G6/SORCS2/NPY2R/NTF3/SYN3/NRG3/BACE1/MAPT/DCC/SHISA7/PRKAR1B/SHISA6/GRM7/HRH1/NF1/SRC/SIPA1L1/NTRK1/ARC/GRIN3A/SHISA9/GRIN2B/CYFIP1/CACNG3/PTGS2/STX1A/CCL2/NMU/KMO/AKAP7/CCR2/APOE/LILRB2/SLC7A11/RAB26/CX3CR1/RAB3B/CHRNA5/ADORA2B/KISS1/NTF4/TNF,163
GO:0048705,GO:0048705,skeletal system morphogenesis,107/812,6.57E-23,2.73E-20,1.88E-20,FGR/CYP26B1/ALX4/FOXN3/COL11A1/FGFR2/FGF4/FGFR1/MMP2/GNAS/TBX15/TRIP11/SMPD3/IMPAD1/SFRP1/COMP/DLX5/HOXA1/HOXA2/HOXA3/HOXA5/HOXA6/GLI3/COL1A1/NKX3-2/MDFI/CDX1/PRRX1/MEF2D/HOXB8/HOXB3/HOXB1/TBX4/HOXA7/TWIST1/MATN4/RUNX2/BMP4/SOX9/PAX1/TCF15/HOXD3/HOXD9/HOXD10/PDGFRA/TFAP2A/FBN2/COL2A1/COL6A2/OSR1/SFRP2/CSGALNACT1/BMP6/MMP16/ALX3/ACAN/SKI/LRP5/DHRS3/ALPL/MSX1/NPPC/RYK/UNCX/OSR2/FREM1/VWA2/GREM1/SMAD3/ANKRD11/LTBP3/AXIN2/SHOX2/HOXD4/CHST11/PHOSPHO1/SH3PXD2B/HOXD8/FOXC2/IRX5/SOX11/DSCAML1/PRKRA/ALX1/HOXC9/NEUROG1/ANXA2/HOXB4/TBX1/WWOX/COL14A1/PAX5/HOXA4/HOXC4/RIPPLY2/BMPR2/SP5/LHX1/HOXA11/GRHL2/P2RX7/SIX4/MSX2/HOXC11/IHH/RFLNA/TIFAB,107
GO:0035107,GO:0035107,appendage morphogenesis,77/812,8.97E-22,3.30E-19,2.27E-19,CYP26B1/CREBBP/TFAP2B/ALX4/FGFR2/PITX1/FGF10/TP63/GLI2/SEMA3C/FGF4/PLXNA2/FGFR1/HOXA9/GNAS/TBX5/FGF9/SALL1/IMPAD1/DLX5/IQCE/GLI3/FGF8/ZBTB16/PRRX1/ECE1/TBX2/TBX4/TWIST1/RECK/RUNX2/BMP4/SOX9/HOXD9/HOXD10/HOXD13/ALDH1A2/TBX3/TFAP2A/FRAS1/FBN2/COL2A1/OSR1/AFF3/SFRP2/GNA12/RSPO2/NOTCH1/CACNA1C/ALX3/SKI/PKDCC/EN1/MSX1/HAND2/SP8/SHH/OSR2/SHOX2/HOXD12/CHST11/EVX2/SOX11/ALX1/HOXC10/PBX1/PTCH1/TRAF3IP1/SP9/HOXA10/SALL3/HOXA11/GRHL2/MSX2/HOXC11/CRABP2/IHH,77
GO:0035108,GO:0035108,limb morphogenesis,77/812,8.97E-22,3.30E-19,2.27E-19,CYP26B1/CREBBP/TFAP2B/ALX4/FGFR2/PITX1/FGF10/TP63/GLI2/SEMA3C/FGF4/PLXNA2/FGFR1/HOXA9/GNAS/TBX5/FGF9/SALL1/IMPAD1/DLX5/IQCE/GLI3/FGF8/ZBTB16/PRRX1/ECE1/TBX2/TBX4/TWIST1/RECK/RUNX2/BMP4/SOX9/HOXD9/HOXD10/HOXD13/ALDH1A2/TBX3/TFAP2A/FRAS1/FBN2/COL2A1/OSR1/AFF3/SFRP2/GNA12/RSPO2/NOTCH1/CACNA1C/ALX3/SKI/PKDCC/EN1/MSX1/HAND2/SP8/SHH/OSR2/SHOX2/HOXD12/CHST11/EVX2/SOX11/ALX1/HOXC10/PBX1/PTCH1/TRAF3IP1/SP9/HOXA10/SALL3/HOXA11/GRHL2/MSX2/HOXC11/CRABP2/IHH,77
GO:0009952,GO:0009952,anterior/posterior pattern specification,99/812,1.12E-21,3.90E-19,2.69E-19,PAX6/ALX4/GLI2/SEMA3C/CELSR1/PLXNA2/HOXA9/KDM2B/DLL3/FOXF1/SFRP1/HOXA2/HOXA3/LFNG/HOXA5/HOXA6/COBL/MEOX2/GLI3/FGF8/ZBTB16/MYF6/TBX18/CDX1/HOXB8/HOXB3/HOXB1/HOXA7/HOXC13/BMP4/PAX1/TCF15/FEZF1/HOXD3/HOXD9/HOXD10/HOXD13/ALDH1A2/BARX1/BHLHE40/TBX3/PCDH8/SIX3/PCSK6/OSR1/SFRP2/CRB2/NOTCH1/TBX6/FEZF2/WNT3A/ETS2/SKI/LRP5/NEUROD1/EN1/MSX1/HEYL/SHH/SOX17/OTX2/SMAD3/GBX2/AXIN2/ZEB2/HOXD4/EMX2/HOXB9/FOXB1/DMRT2/HES3/HOXD8/FOXC2/BASP1/CTNNBIP1/ALX1/HOXC9/HOXC10/NEUROG1/HOXB4/TBX1/WT1/PBX1/HOXA4/HOXC4/ARC/DLL1/RIPPLY2/BMPR2/HOXA10/LHX1/HOXA11/OTX1/MSX2/HOXC11/FOXA2/FOXH1/HOXC6/TIFAB,99
GO:0021953,GO:0021953,central nervous system neuron differentiation,87/812,5.33E-21,1.75E-18,1.21E-18,PAX6/PAX7/ISL1/DMRT3/FGFR2/RORA/GLI2/MAP2/HSP90AA1/LHX5/CBLN1/SALL1/SFRP1/DLX5/EVX1/GLI3/LHX6/LHX3/FGF8/SUFU/PHOX2B/DBX1/MDGA1/NR2E1/EPHA4/NRP2/LHX4/NPY/NKX2-2/BCL11B/HOXD10/DCLK1/FAIM2/EMX1/NKX2-1/TBR1/LBX1/ASCL1/MDGA2/LMO4/GDF7/DLX1/SLIT2/SFRP2/DRD2/POU4F1/SPOCK1/FEZF2/WNT3A/EPHB1/UNC5D/B4GALT5/ISL2/SPTBN4/TAL1/LHX8/LMX1A/EOMES/NKX6-1/RYK/TBX20/SHH/UNCX/PHOX2A/GBX2/ZEB2/GSX1/ROBO1/DCLK2/OTP/KNDC1/ID4/LEP/OLIG3/HOXC10/CSF1R/TSKU/SOX1/CEND1/PTCH1/MAPT/DCC/OLIG2/PLXNA4/SALL3/LHX1/EPHB3,87
GO:0001708,GO:0001708,cell fate specification,59/812,6.58E-21,2.05E-18,1.42E-18,PAX6/ISL1/DMRT3/TBX21/GLI2/PAX2/FGFR1/TBX5/TBX15/ETV2/EVX1/GLI3/LHX3/SUFU/DBX1/SOX6/TBX18/APC2/TBX2/TBX4/SOX9/NKX2-2/HOXD10/TBX3/TBR1/LBX1/ASCL1/DHH/NTRK3/DMRTA2/LMO4/SFRP2/PRDM14/NOTCH1/TBX6/ITGB1/POU4F1/WNT3A/ISL2/EOMES/NKX6-1/TLX3/TBX20/SHH/SOX17/OLIG3/HOXC10/SOX1/TBX1/PTCH1/MYT1L/DLL1/SOX18/OLIG2/HOXA11/ESRP1/FOXA2/FOXA1/IHH,59
GO:0048706,GO:0048706,embryonic skeletal system development,66/812,4.56E-19,1.36E-16,9.34E-17,PAX7/ALX4/COL11A1/FGFR2/HOXA9/GNAS/TBX15/FGF9/XYLT1/HOXA1/HOXA2/HOXA3/HOXA5/HOXA6/GLI3/COL1A1/NKX3-2/MDFI/PRRX1/HOXB8/HOXB3/HOXB1/KIAA1217/HOXA7/TWIST1/RUNX2/BMP4/HOXD1/HOXD3/HOXD9/HOXD10/PDGFRA/TFAP2A/COL2A1/OSR1/DLX1/MMP16/ALX3/SHH/OSR2/SMAD3/SHOX2/HOXD4/HOXB9/CHST11/DMRT2/FOXC2/IRX5/SOX11/DSCAML1/ALX1/HOXC9/EXT1/HOXB4/TBX1/PBX1/PAX5/HOXA4/HOXC4/LHX1/HOXA11/GRHL2/SIX4/HOXC11/IHH/HOXC6,66
GO:0030326,GO:0030326,embryonic limb morphogenesis,65/812,1.39E-18,3.77E-16,2.60E-16,CYP26B1/CREBBP/ALX4/PITX1/TP63/GLI2/FGF4/FGFR1/HOXA9/GNAS/TBX5/FGF9/SALL1/IMPAD1/DLX5/GLI3/FGF8/ZBTB16/PRRX1/ECE1/TBX2/TBX4/TWIST1/RECK/RUNX2/BMP4/HOXD9/HOXD10/HOXD13/ALDH1A2/TBX3/TFAP2A/FRAS1/FBN2/OSR1/AFF3/SFRP2/GNA12/RSPO2/NOTCH1/CACNA1C/ALX3/SKI/EN1/MSX1/HAND2/SP8/SHH/OSR2/SHOX2/HOXD12/CHST11/ALX1/HOXC10/PBX1/PTCH1/TRAF3IP1/SP9/HOXA10/HOXA11/GRHL2/MSX2/HOXC11/CRABP2/IHH,65
GO:0035113,GO:0035113,embryonic appendage morphogenesis,65/812,1.39E-18,3.77E-16,2.60E-16,CYP26B1/CREBBP/ALX4/PITX1/TP63/GLI2/FGF4/FGFR1/HOXA9/GNAS/TBX5/FGF9/SALL1/IMPAD1/DLX5/GLI3/FGF8/ZBTB16/PRRX1/ECE1/TBX2/TBX4/TWIST1/RECK/RUNX2/BMP4/HOXD9/HOXD10/HOXD13/ALDH1A2/TBX3/TFAP2A/FRAS1/FBN2/OSR1/AFF3/SFRP2/GNA12/RSPO2/NOTCH1/CACNA1C/ALX3/SKI/EN1/MSX1/HAND2/SP8/SHH/OSR2/SHOX2/HOXD12/CHST11/ALX1/HOXC10/PBX1/PTCH1/TRAF3IP1/SP9/HOXA10/HOXA11/GRHL2/MSX2/HOXC11/CRABP2/IHH,65
GO:0048663,GO:0048663,neuron fate commitment,43/812,4.46E-18,1.16E-15,7.99E-16,PAX6/PAX7/ISL1/DMRT3/GLI2/EVX1/GLI3/LHX3/SUFU/DBX1/PRRX1/BMP4/NKX2-2/BCL11B/HOXD10/NKX2-1/TBR1/LBX1/ASCL1/NTRK3/DMRTA2/DLX1/NOTCH1/POU4F1/FEZF2/NRG1/ISL2/NKX6-1/TLX3/SHH/PTF1A/GSX1/OLIG3/HOXC10/SOX1/OLIG1/MYT1L/DLL1/ZNF521/OLIG2/ESRP1/FOXA1/IHH,43
GO:0001655,GO:0001655,urogenital system development,122/812,1.46E-17,3.61E-15,2.49E-15,CYP26B1/CFLAR/SOX8/TFAP2B/WWTR1/FGFR2/FGF10/TP63/GLI2/ACAT1/PAX2/FGFR1/ITGA8/TP73/AKR1B1/ITGA6/ESR1/ANGPT2/CYP26A1/MMP9/SMAD7/FOXF1/SALL1/CALB1/SFRP1/AMH/GLI3/GATA3/FGF8/ZBTB16/SIM1/TBX18/FGF1/WNT6/SDC1/EPHA4/NID1/TCF21/EFNB2/BMP4/SOX9/PAX8/WNK4/MPST/PODXL/HOXD11/HOXD13/ALDH1A2/ITGB4/PDGFRA/TFAP2A/SMAD6/STRA6/CEP55/PLCE1/FRAS1/OSR1/SLIT2/ADAMTS16/NOTCH1/KIRREL3/BMP6/ANGPT1/FLCN/MYO1E/HOXB13/ACE/NFIA/KIF26B/HEYL/SPRY1/HPGD/BMPER/SHH/SOX17/OSR2/RET/FBN1/SMAD3/GDNF/NPNT/EMX2/IRX1/IRX2/PYGO1/BCL2/FOXB1/ID4/OVOL1/CD34/FOXC2/BASP1/SOX11/IRX3/CTNNBIP1/PLAG1/WT1/PBX1/PTCH1/RXRA/MAGI2/COL4A1/FAT4/NF1/DLL1/POU3F3/TRAF3IP1/SERPINB5/LHX1/HOXA11/ITGA3/SIX4/EPCAM/HOXC11/LIF/FOXA1/FOXJ1/GCNT3/GREB1L/PTPRO/EPHB3/WNT7B,122
GO:0050808,GO:0050808,synapse organization,142/812,1.50E-17,3.61E-15,2.49E-15,PLXND1/CACNA2D2/SEZ6/CTNNA2/NGEF/ACTN1/SNCB/ADD2/IGSF9B/PCDHB4/MTMR2/DNM1L/NRCAM/PALM/NEFH/LGMN/CBLN1/PTPRS/DVL1/NRXN2/CAPRIN2/CUX2/MDGA1/PCDHB3/EIF4G1/EPHA4/TNR/IGSF21/NRP2/PCDH17/PDZRN3/GHSR/SLITRK3/EFNB2/UNC13A/C1QL1/MAP1B/BCAN/DOCK10/PCDH8/ITPKA/ADAM10/IGF1R/NTRK3/PTPRF/LRTM1/TMEM108/SNCA/GABRB2/SDK1/INA/DRD2/KIRREL3/CNTN5/CDH8/DLG2/ANK3/POU4F1/FARP1/WNT3A/EPHB1/TIAM1/LHFPL4/NRG1/CLSTN2/SHANK1/SHANK2/NFIA/NTNG1/LMX1A/NFASC/RYK/SLITRK5/LRFN5/C1QL3/CACNB2/GABRB3/GDNF/GRM5/CTNND2/ITGAM/CDH2/CEL/NEUROD2/DSCAM/CLSTN1/SYNPO/NPAS4/BAIAP2/BDNF/GRIN1/SLITRK1/NRXN1/EFNA5/FLRT2/THBS2/MAPT/SLIT1/MAGI2/COL4A1/ERC2/SEMA4D/P2RX2/SHISA7/DNER/AGRN/SHISA6/IL1RAP/SEMA4A/TUBB/SIPA1L1/DNM3/NTRK1/ARC/ELFN1/LRRC24/GRIN2B/CYFIP1/SRCIN1/NEFL/ITGA3/FCGR2B/SIX4/IL10RA/RAB17/KLK8/APOE/LILRB2/ABHD17C/SLC7A11/PTPRO/ADGRF1/C1QC/CX3CR1/EFNA1/ZNF804A/C1QB/C1QA/EPHB3/SLITRK6/WNT7B/TNF,142
GO:0030900,GO:0030900,forebrain development,135/812,1.75E-17,3.97E-15,2.74E-15,PAX6/ISL1/SYNE2/FGFR2/PITX1/FGF10/NDE1/GLI2/FGFR1/NCOA1/GNAO1/KDM2B/LHX5/LAMB1/CRTAC1/EFNA2/SLC32A1/SALL1/PTPRS/DLX5/GLI3/LHX2/LHX6/LHX3/FGF8/KCNA1/RFX4/PHACTR1/NR2E1/TNR/SLC2A1/NRP2/NPY/NEUROG3/LRP1/BMP4/BCL11B/FEZF1/ALDH1A2/KCNC1/KIF1A/KDM6B/BTBD3/SSTR4/BCAN/DCLK1/RAX/TBX3/EMX1/NKX2-1/TBR1/SIX3/TACC2/ASCL1/ADCYAP1/SLC6A3/DMRTA2/GDF7/DLX1/TMEM108/SLIT2/EPHA5/EGFR/CRH/NOTCH1/DRD2/FEZ1/KIRREL3/POU4F1/FEZF2/WNT3A/NRG1/SKI/HTR6/IGF2BP1/LHX8/LMX1A/NEUROD1/MSX1/EOMES/RYK/PITX2/SHH/UNCX/SLITRK5/OTX2/KCNC2/AVPR1A/TRAPPC9/MFSD2A/GBX2/ZEB2/GSX1/ROBO1/ITGAM/EMX2/DCLK2/CDH2/ALK/CDK5R2/OTP/FOXB1/ID4/DAB1/CNTNAP2/BNIP3/GRIN1/NKX2-6/SSTR2/EXT1/CSF1R/TSKU/SOX1/SLC8A1/POU3F1/NRG3/SLIT1/PAX5/FAT4/NF1/SRC/POU3F3/CCDC85C/OLIG2/PLXNA4/SALL3/LHX1/NEFL/OTX1/SOX3/SSTR1/SLC7A11/P2RY12/EPHB3/WNT7B,135
GO:0090596,GO:0090596,sensory organ morphogenesis,102/812,1.78E-17,3.97E-15,2.74E-15,WNT16/CYP26B1/SOX8/PAX6/TFAP2B/PRDM1/COL11A1/FGFR2/FGF10/GLI2/CELSR1/PAX2/FGFR1/ITGA8/FAT1/KDM2B/POU4F3/MYO3A/VSX1/FGF9/MAPK3/SALL1/CALB1/DLX5/HOXA1/HOXA2/GLI3/DVL1/GATA3/FGF8/PITX3/NKX3-2/TULP1/SOBP/GNAT1/EFEMP1/PRRX1/KCNQ4/OLFM3/TBX2/TWIST1/HOXC13/BMP4/SOX9/PAX8/COL5A1/ATP8A2/SPRY2/TFAP2A/FOXF2/MYO7A/STRA6/SIX3/FBN2/COL2A1/EPHA2/OSR1/LRIG1/SDK1/ZIC1/THY1/WNT3A/EPHB1/MEGF11/SKI/GRHL3/ABR/LRP5/MSX1/PITX2/HCN1/OSR2/FBN1/PTF1A/GBX2/DSCAM/BCL2/PTPRM/IRX5/SOX11/FJX1/PRKRA/NEUROG1/TSKU/SOX1/FOXL2/TBX1/FSCN2/HMX3/HMX2/NF1/DLL1/MAFB/SLC44A4/LHX1/USH1C/SIX4/OTX1/AQP5/IHH/SLITRK6/TIFAB,102
